Alloy,Longue Phase,A,delta,TM,DELTA_TM,Electronégativité,Delta_Electro-,SID,VEC,Delta VEC,K,Delta K,Etat d'entropie,Ag,Al,Cd,Ga,Mg,Pt,Sb,Sn,Ti,Zn,Zr,B,Ca,Ce,Co,Cr,Cu,Er,Fe,In,La,Li,Mn,Mo,Nd,Ni,Re,Ru,Sm,V,Yb,Au,Be,Bi,Pb,Nb,Si,Dy,Ge,Hf,W,Pd,Sr,Na,Y,Ta,Gd,Rh,P,C,Ho,Pr,N,Tb,Sc,Tm,Lu,Ir,Os,As,Tc
Al10Co20Cr1Fe 26Mn14Ni10Ti10,L,1.7505494505494503,0.0612881117260962,1667.0346153846156,0.1706929938369429,1.7487912087912088,0.1469606747491132,14.603285570984324,7.2747252747252755,2.199230305246596,148.57142857142858,36.41553311164533,L,0.0,0.1098901098901098,0.0,0.0,0.0,0.0,0.0,0.0,0.1098901098901098,0.0,0.0,0.0,0.0,0.0,0.2197802197802197,0.0109890109890109,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.1098901098901098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.4CoCrFeMnNiV,L,1.76875,0.0606910390011224,1796.915625,0.1753618317658092,1.735,0.1356696355121513,15.909389063449929,7.21875,1.980125864055111,156.3125,28.60117731405475,L,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.15625,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCo0.5Cr0.5Fe0.5MnNiV,H,1.7727272727272727,0.0593632661681549,1674.0136363636366,0.2474575316299222,1.7063636363636363,0.1380561629635975,15.74495536409992,6.636363636363637,2.384523099746182,143.8181818181818,37.81730768220523,H,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCo0.5Cr0.5Fe0.5MnNiV0.5,H,1.76,0.0579434035635543,1623.9000000000003,0.2471932859237927,1.7140000000000002,0.1425622670975738,15.685997067647264,6.800000000000001,2.4413111231467406,142.2,39.29834602117499,H,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCo1.5Cr2Fe1.5Mn2NiV,L,1.7800000000000002,0.0550447133209702,1749.775,0.2020026652135237,1.7135000000000002,0.1332019144006571,15.827251126838956,6.95,1.9615045245933032,150.1,32.2891622684764,L,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCo0.6CrFe0.2NiSiTi0.2,L,1.7119999999999995,0.0894588304629749,1656.3999999999996,0.238475120588014,1.7763999999999995,0.1360552828816286,14.96097665661413,6.159999999999998,2.6785070468453127,135.99999999999997,42.27528828996911,L,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0399999999999999,0.0,0.0,0.0,0.0,0.0,0.1199999999999999,0.1999999999999999,0.0,0.0,0.0399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCoCuFeNiVZr,L,1.7857142857142856,0.1096904736064167,1699.1285714285714,0.2362907156085625,1.727142857142857,0.1993356312292185,16.17829697924587,5.714285714285714,3.103651568914348,129.42857142857142,62.57990810123632,L,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCoFeNiTiVZr,H,1.8428571428571427,0.1040031617441762,1781.3285714285714,0.2142167619276463,1.6757142857142855,0.1944851917137095,16.17829697924587,6.1428571428571415,2.58725289661069,125.14285714285714,62.736247374973566,H,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cr4.5Mn13.6Ni38.1Sn0.3Ti12V10Zr21.5,L,1.848,0.125298317215639,1868.04018,0.1278526651722456,1.6528400000000003,0.225628753486784,13.394924842476598,6.884,2.627269304810605,121.474,68.7092375448891,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.12,0.0,0.215,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.381,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu0.5NiAlCoCrFeTi,L,1.7692307692307694,0.0780189497605493,1688.9269230769232,0.2205472855959173,1.7507692307692309,0.1424759919566228,16.00545758023486,6.230769230769232,2.8864096983528795,145.53846153846155,37.81862663701657,L,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fe72Al5Ga2P10C6B4Si,L,1.5876,0.155457326675861,1742.9677,0.444392198114228,1.9069,0.2058916948300731,8.633422958523996,6.87,1.868983681041651,143.07999999999998,69.98823901199401,L,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FeNiCoSiCrAlTi,H,1.7428571428571429,0.0912748256201642,1711.7571428571432,0.2027807773435582,1.7614285714285711,0.1425711422842816,16.17829697924587,6.285714285714285,2.5475077857324298,139.42857142857144,39.80975165120491,H,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti53Cu27Ni12Zr3Al7Si3B,L,1.8235849056603772,0.1158508660284806,1701.526886792453,0.1933330906490768,1.6871698113207545,0.1856033238000461,11.36347736168316,3.8396226415094334,2.53331311315808,121.9056603773585,38.46918107379504,L,0.0,0.0660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0283018867924528,0.0094339622641509,0.0,0.0,0.0,0.0,0.2547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1132075471698113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283018867924528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCoCrCuFeNiTiV,H,1.775,0.0784192163778875,1729.00625,0.2221504828110644,1.745,0.1402676013910553,17.288476977526155,5.75,2.9047375096555625,147.0,34.46737587922817,H,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCr4.5Mn13.6Ni37.1Sn0.3Ti12V10Zr21.5,L,1.85,0.1244652550224998,1860.11268,0.1376019067870431,1.6498400000000002,0.2241793353545325,13.779611508774908,6.813999999999999,2.6365515356237585,120.434,68.60250464815407,L,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.003,0.12,0.0,0.215,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.371,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlMoNbSiTaTiVZr,L,1.95,0.1057206570671195,2218.80625,0.3129898892685799,1.6587500000000002,0.2406988523030386,17.288476977526155,4.5,0.8660254037844386,130.75,69.3825446347999,L,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoCrCuFeMnNiTiV,SS+IM,1.775,0.0784192163778875,1802.225,0.1452792387525363,1.7374999999999998,0.1486396649619474,17.288476977526155,6.25,2.7271780286589284,152.5,24.8746859276655,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TiVCrCuFeMnCoNi,SS+IM,1.775,0.0784192163778875,1802.225,0.1452792387525363,1.7375000000000005,0.1486396649619474,17.288476977526155,6.25,2.7271780286589284,152.5,24.8746859276655,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.125CoCrCuFeMnNiTiV,H,1.7753846153846151,0.0778160981651426,1788.8584615384618,0.1570552147034821,1.7355384615384617,0.1483242888894337,17.68335535327119,6.199999999999999,2.735521325648353,151.32307692307694,26.41742297587693,H,0.0,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.123076923076923,0.0,0.0,0.0,0.0,0.0,0.123076923076923,0.123076923076923,0.123076923076923,0.0,0.123076923076923,0.0,0.0,0.0,0.123076923076923,0.0,0.0,0.123076923076923,0.0,0.0,0.0,0.123076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.25CoCrCuFeMnNiTiV,H,1.775757575757576,0.0772266791739573,1775.89696969697,0.1676633187992074,1.7336363636363636,0.14799300110024,17.89357470884369,6.151515151515151,2.7427172118750933,150.18181818181822,27.784293083480826,H,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.1212121212121212,0.1212121212121212,0.0,0.1212121212121212,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.1212121212121212,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.67CoCrCuFeMnNiTiV,SS+IM,1.7769319492502884,0.0753400915412016,1735.0839677047293,0.1972072252424803,1.727647058823529,0.1467840570369639,18.21445157502459,5.9988465974625145,2.7596948426737127,146.58823529411765,31.43620991973503,H,0.0,0.077277970011534,0.0,0.0,0.0,0.0,0.0,0.0,0.1153402537485582,0.0,0.0,0.0,0.0,0.0,0.1153402537485582,0.1153402537485582,0.1153402537485582,0.0,0.1153402537485582,0.0,0.0,0.0,0.1153402537485582,0.0,0.0,0.1153402537485582,0.0,0.0,0.0,0.1153402537485582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al11.1Co88.9Cr88.9Cu88.9Fe88.9Mn88.9Ni88.9Ti88.9V88.9,H,1.7753841893949884,0.0778167687938472,1788.873265955974,0.1570426738225237,1.7355406340855604,0.1483246529120617,17.68306068508858,6.20005537865153,2.7355126044622584,151.32438045133603,26.41579312880148,H,0.0,0.0153675757995292,0.0,0.0,0.0,0.0,0.0,0.0,0.1230790530250588,0.0,0.0,0.0,0.0,0.0,0.1230790530250588,0.1230790530250588,0.1230790530250588,0.0,0.1230790530250588,0.0,0.0,0.0,0.1230790530250588,0.0,0.0,0.1230790530250588,0.0,0.0,0.0,0.1230790530250588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al20Co80Cr80Cu80Fe80Mn80Ni80Ti80V80,H,1.775757575757576,0.0772266791739573,1775.89696969697,0.1676633187992074,1.7336363636363636,0.14799300110024,17.89357470884369,6.151515151515151,2.7427172118750933,150.18181818181822,27.784293083480826,H,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.1212121212121212,0.1212121212121212,0.0,0.1212121212121212,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.1212121212121212,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al40Co60Cr60Cu60Fe60Mn60Ni60Ti60V60,SS+IM,1.7769230769230768,0.0753545246126805,1735.392307692308,0.1970018069129439,1.727692307692308,0.1467941439910297,18.21326258057096,6.0,2.7595986330233995,146.61538461538464,31.41175297324349,H,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.0,0.1153846153846153,0.0,0.0,0.0,0.1153846153846153,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al4CoCrCuFeMnNiTiV,L,1.7833333333333332,0.0640715383215051,1512.6166666666666,0.3054337285123348,1.6949999999999998,0.1354314094538879,16.81763011355385,5.166666666666666,2.7028791233711424,127.0,41.38840417314975,L,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlCoCrCuFeMoNiTiV,H,1.7999999999999996,0.0828173324999922,1858.0222222222224,0.2766931837067422,1.7911111111111109,0.185738432835261,18.26772513597333,5.777777777777778,2.7397395568751004,156.22222222222223,41.67007393476036,H,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al8Co17Cr14Cu8Fe17Mo0.1Ni34.8TiW0.1,L,1.6968000000000003,0.0638827851840471,1716.0860000000002,0.1757145158062676,1.8285,0.110411729449366,14.208936077118803,7.582000000000002,2.834656240181515,163.46,29.34464857516614,L,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.001,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al2TiVCrCuFeMnCoNi,H,1.7799999999999998,0.070168516835937,1628.46,0.2573410481608671,1.7120000000000002,0.1423938200906204,17.99112733131742,5.6000000000000005,2.764054992217051,137.2,37.833318649042674,H,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al4(TiVCrCuFeMnCoNi)6,SS+IM,1.7294117647058824,0.0735826790911018,1575.4205882352942,0.2540079062975354,1.7582352941176471,0.1501464106686476,15.585763116814244,6.588235294117647,3.1633716846467657,142.58823529411765,42.33627122919182,H,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.3529411764705882,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlTiVCrCuFeMnCoNi,H,1.7777777777777777,0.0739509972887451,1705.688888888889,0.2158008375367017,1.7233333333333332,0.1457547407271696,18.26772513597333,5.888888888888889,2.7666443551086077,144.0,33.58571124749333,H,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlB0.5CoCrCuFeMoNiSiTi,L,1.7263157894736842,0.1201080219731232,1843.8710526315788,0.2816704625184633,1.8326315789473684,0.1809286601271386,19.02054662725521,5.526315789473683,2.7790271120934915,158.52631578947364,58.16072867589267,L,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.0526315789473684,0.0,0.0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.4Co6Cr7.5Cu2Mn8.1Ni32.2Sn0.3Ti12V10Zr21.5,L,1.8528,0.1236334330910261,1883.52618,0.1303522667823479,1.6619400000000004,0.2250973931435012,15.50118823217438,6.6610000000000005,2.706303567599171,122.958,69.15002701373298,L,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.003,0.12,0.0,0.215,0.0,0.0,0.0,0.06,0.075,0.02,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.322,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AgAlAuCo,L,1.775,0.0243950817967447,1318.3575,0.2269139509585018,1.99,0.340073521462639,11.52565131835077,3.5,3.278719262151,144.0,58.378078077305695,L,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AgAlAuNi,L,1.75,0.0494871659305393,1307.8575,0.2167745550462181,1.9975,0.3378886650954719,11.52565131835077,3.75,3.6996621467371855,144.0,58.378078077305695,L,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AgAlCoCu,L,1.725,0.0480670259471796,1323.3625000000002,0.2263953287298906,1.83,0.1282575533838065,11.52565131835077,3.5,3.278719262151,124.0,39.59797974644666,L,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AgAlCuMn,L,1.75,0.0494871659305393,1261.1125000000002,0.1700895897278462,1.7474999999999998,0.1691707717071716,11.52565131835077,3.0,2.449489742783178,109.0,23.727621035409346,L,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
